,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2320,2011-09-28 05:00:00,4,0,1,2,24.6,25.76,94,0.0,,,
2321,2011-09-28 06:00:00,4,0,1,3,24.6,25.76,94,11.0014,,,
2322,2011-09-28 07:00:00,4,0,1,3,24.6,25.76,94,11.0014,,,
2323,2011-09-28 08:00:00,4,0,1,3,25.42,27.275,94,15.0013,,,
2324,2011-09-28 09:00:00,4,0,1,3,25.42,27.275,94,15.0013,,,
2325,2011-09-28 10:00:00,4,0,1,2,25.42,27.275,94,0.0,,,
2326,2011-09-28 11:00:00,4,0,1,2,27.06,30.305,83,7.0015,,,
2327,2011-09-28 12:00:00,4,0,1,2,27.88,31.82,79,0.0,,,
2328,2011-09-28 13:00:00,4,0,1,1,28.7,33.335,74,16.9979,,,
2329,2011-09-28 14:00:00,4,0,1,1,29.52,34.09,62,16.9979,,,
2330,2011-09-28 15:00:00,4,0,1,1,28.7,32.575,70,8.9981,,,
2331,2011-09-28 16:00:00,4,0,1,1,28.7,32.575,70,12.998,,,
2332,2011-09-28 17:00:00,4,0,1,1,28.7,32.575,70,15.0013,,,
2333,2011-09-28 18:00:00,4,0,1,3,27.06,30.305,83,16.9979,,,
2334,2011-09-28 19:00:00,4,0,1,3,27.06,30.305,83,16.9979,,,
2335,2011-09-28 20:00:00,4,0,1,3,24.6,28.03,83,19.9995,,,
2336,2011-09-28 21:00:00,4,0,1,3,24.6,27.275,88,16.9979,,,
2337,2011-09-28 22:00:00,4,0,1,1,24.6,27.275,88,6.0032,,,
2338,2011-09-28 23:00:00,4,0,1,1,24.6,25.76,94,8.9981,,,
2339,2011-09-29 00:00:00,4,0,1,1,24.6,25.76,94,12.998,,,
2340,2011-09-29 01:00:00,4,0,1,2,24.6,25.0,100,12.998,,,
2341,2011-09-29 02:00:00,4,0,1,2,24.6,25.0,100,12.998,,,
2342,2011-09-29 03:00:00,4,0,1,2,24.6,25.76,94,12.998,,,
2343,2011-09-29 04:00:00,4,0,1,2,24.6,27.275,88,12.998,,,
2344,2011-09-29 05:00:00,4,0,1,2,24.6,27.275,88,7.0015,,,
2345,2011-09-29 06:00:00,4,0,1,2,24.6,27.275,88,6.0032,,,
2346,2011-09-29 07:00:00,4,0,1,1,24.6,27.275,88,8.9981,,,
2347,2011-09-29 08:00:00,4,0,1,1,24.6,28.03,83,0.0,,,
2348,2011-09-29 09:00:00,4,0,1,1,25.42,29.545,78,16.9979,,,
2349,2011-09-29 10:00:00,4,0,1,1,26.24,30.305,65,12.998,,,
2350,2011-09-29 11:00:00,4,0,1,1,25.42,30.305,61,12.998,,,
2351,2011-09-29 12:00:00,4,0,1,1,27.06,31.06,61,11.0014,,,
2352,2011-09-29 13:00:00,4,0,1,1,26.24,31.06,61,12.998,,,
2353,2011-09-29 14:00:00,4,0,1,1,27.88,31.82,51,19.9995,,,
2354,2011-09-29 15:00:00,4,0,1,1,27.88,31.82,45,26.0027,,,
2355,2011-09-29 16:00:00,4,0,1,1,27.88,31.82,41,23.9994,,,
2356,2011-09-29 17:00:00,4,0,1,1,27.06,31.06,47,19.9995,,,
2357,2011-09-29 18:00:00,4,0,1,1,26.24,31.06,41,15.0013,,,
2358,2011-09-29 19:00:00,4,0,1,1,25.42,31.06,50,6.0032,,,
2359,2011-09-29 20:00:00,4,0,1,1,24.6,31.06,53,6.0032,,,
2360,2011-09-29 21:00:00,4,0,1,1,23.78,27.275,56,0.0,,,
2361,2011-09-29 22:00:00,4,0,1,1,22.96,26.515,68,0.0,,,
2362,2011-09-29 23:00:00,4,0,1,1,21.32,25.0,77,7.0015,,,
2363,2011-09-30 00:00:00,4,0,1,1,21.32,25.0,83,7.0015,,,
2364,2011-09-30 01:00:00,4,0,1,1,21.32,25.0,77,6.0032,,,
2365,2011-09-30 02:00:00,4,0,1,1,21.32,25.0,83,7.0015,,,
2366,2011-09-30 03:00:00,4,0,1,1,21.32,25.0,83,7.0015,,,
2367,2011-09-30 04:00:00,4,0,1,1,21.32,25.0,83,12.998,,,
2368,2011-09-30 05:00:00,4,0,1,1,21.32,25.0,83,12.998,,,
2369,2011-09-30 06:00:00,4,0,1,1,21.32,25.0,83,15.0013,,,
2370,2011-09-30 07:00:00,4,0,1,1,21.32,25.0,83,15.0013,,,
2371,2011-09-30 08:00:00,4,0,1,1,22.14,25.76,77,8.9981,,,
2372,2011-09-30 09:00:00,4,0,1,1,22.96,26.515,73,12.998,,,
2373,2011-09-30 10:00:00,4,0,1,1,24.6,30.305,64,0.0,,,
2374,2011-09-30 11:00:00,4,0,1,1,26.24,31.06,57,6.0032,,,
2375,2011-09-30 12:00:00,4,0,1,2,26.24,31.06,57,12.998,,,
2376,2011-09-30 13:00:00,4,0,1,2,27.06,31.06,47,22.0028,,,
2377,2011-09-30 14:00:00,4,0,1,2,26.24,31.06,47,19.9995,,,
2378,2011-09-30 15:00:00,4,0,1,1,26.24,31.06,50,19.0012,,,
2379,2011-09-30 16:00:00,4,0,1,1,25.42,31.06,53,15.0013,,,
2380,2011-09-30 17:00:00,4,0,1,1,25.42,31.06,53,12.998,,,
2381,2011-09-30 18:00:00,4,0,1,1,23.78,27.275,49,23.9994,,,
2382,2011-09-30 19:00:00,4,0,1,1,22.14,25.76,52,19.0012,,,
2383,2011-09-30 20:00:00,4,0,1,1,22.14,25.76,52,19.0012,,,
2384,2011-09-30 21:00:00,4,0,1,1,21.32,25.0,55,12.998,,,
2385,2011-09-30 22:00:00,4,0,1,1,21.32,25.0,55,22.0028,,,
2386,2011-09-30 23:00:00,4,0,1,1,21.32,25.0,55,22.0028,,,
2387,2011-10-20 00:00:00,4,0,1,1,22.96,26.515,94,19.9995,,,
2388,2011-10-20 01:00:00,4,0,1,1,22.96,26.515,88,23.9994,,,
2389,2011-10-20 02:00:00,4,0,1,1,22.96,26.515,88,30.0026,,,
2390,2011-10-20 03:00:00,4,0,1,1,20.5,24.24,82,31.0009,,,
2391,2011-10-20 04:00:00,4,0,1,1,20.5,24.24,82,31.0009,,,
2392,2011-10-20 05:00:00,4,0,1,1,19.68,23.485,82,23.9994,,,
2393,2011-10-20 06:00:00,4,0,1,1,18.04,21.97,82,27.9993,,,
2394,2011-10-20 07:00:00,4,0,1,1,17.22,21.21,77,30.0026,,,
2395,2011-10-20 08:00:00,4,0,1,1,18.04,21.97,67,35.0008,,,
2396,2011-10-20 09:00:00,4,0,1,1,18.04,21.97,67,39.0007,,,
2397,2011-10-20 10:00:00,4,0,1,1,18.86,22.725,59,30.0026,,,
2398,2011-10-20 11:00:00,4,0,1,1,19.68,23.485,55,35.0008,,,
2399,2011-10-20 12:00:00,4,0,1,1,19.68,23.485,48,35.0008,,,
2400,2011-10-20 13:00:00,4,0,1,1,20.5,24.24,45,39.0007,,,
2401,2011-10-20 14:00:00,4,0,1,2,19.68,23.485,48,36.9974,,,
2402,2011-10-20 15:00:00,4,0,1,2,19.68,23.485,51,30.0026,,,
2403,2011-10-20 16:00:00,4,0,1,2,19.68,23.485,51,30.0026,,,
2404,2011-10-20 17:00:00,4,0,1,2,19.68,23.485,48,26.0027,,,
2405,2011-10-20 18:00:00,4,0,1,2,18.86,22.725,51,19.9995,,,
2406,2011-10-20 19:00:00,4,0,1,1,18.86,22.725,51,23.9994,,,
2407,2011-10-20 20:00:00,4,0,1,2,18.86,22.725,51,22.0028,,,
2408,2011-10-20 21:00:00,4,0,1,1,18.04,21.97,51,19.9995,,,
2409,2011-10-20 22:00:00,4,0,1,1,18.04,21.97,51,22.0028,,,
2410,2011-10-20 23:00:00,4,0,1,1,17.22,21.21,58,16.9979,,,
2411,2011-10-21 00:00:00,4,0,1,1,16.4,20.455,62,16.9979,,,
2412,2011-10-21 01:00:00,4,0,1,1,16.4,20.455,62,15.0013,,,
2413,2011-10-21 02:00:00,4,0,1,1,15.58,19.695,66,11.0014,,,
2414,2011-10-21 03:00:00,4,0,1,1,14.76,17.425,71,8.9981,,,
2415,2011-10-21 04:00:00,4,0,1,1,14.76,17.425,71,11.0014,,,
2416,2011-10-21 05:00:00,4,0,1,1,13.94,16.665,76,12.998,,,
2417,2011-10-21 06:00:00,4,0,1,1,14.76,17.425,71,11.0014,,,
2418,2011-10-21 07:00:00,4,0,1,1,14.76,17.425,71,11.0014,,,
2419,2011-10-21 08:00:00,4,0,1,1,16.4,20.455,62,12.998,,,
2420,2011-10-21 09:00:00,4,0,1,2,17.22,21.21,58,8.9981,,,
2421,2011-10-21 10:00:00,4,0,1,1,18.86,22.725,51,11.0014,,,
2422,2011-10-21 11:00:00,4,0,1,1,20.5,24.24,45,15.0013,,,
2423,2011-10-21 12:00:00,4,0,1,1,20.5,24.24,45,19.9995,,,
2424,2011-10-21 13:00:00,4,0,1,1,19.68,23.485,48,22.0028,,,
2425,2011-10-21 14:00:00,4,0,1,1,21.32,25.0,42,19.9995,,,
2426,2011-10-21 15:00:00,4,0,1,1,20.5,24.24,45,19.0012,,,
2427,2011-10-21 16:00:00,4,0,1,1,20.5,24.24,45,16.9979,,,
2428,2011-10-21 17:00:00,4,0,1,2,18.86,22.725,51,16.9979,,,
2429,2011-10-21 18:00:00,4,0,1,2,18.04,21.97,54,16.9979,,,
2430,2011-10-21 19:00:00,4,0,1,2,18.04,21.97,54,26.0027,,,
2431,2011-10-21 20:00:00,4,0,1,2,18.04,21.97,54,15.0013,,,
2432,2011-10-21 21:00:00,4,0,1,1,17.22,21.21,58,11.0014,,,
2433,2011-10-21 22:00:00,4,0,1,1,17.22,21.21,54,11.0014,,,
2434,2011-10-21 23:00:00,4,0,1,1,16.4,20.455,62,15.0013,,,
2435,2011-10-22 00:00:00,4,0,0,1,16.4,20.455,62,12.998,,,
2436,2011-10-22 01:00:00,4,0,0,1,16.4,20.455,62,12.998,,,
2437,2011-10-22 02:00:00,4,0,0,1,16.4,20.455,62,16.9979,,,
2438,2011-10-22 03:00:00,4,0,0,1,16.4,20.455,62,8.9981,,,
2439,2011-10-22 04:00:00,4,0,0,1,15.58,19.695,66,6.0032,,,
2440,2011-10-22 05:00:00,4,0,0,1,15.58,19.695,66,0.0,,,
2441,2011-10-22 06:00:00,4,0,0,1,14.76,18.94,71,0.0,,,
2442,2011-10-22 07:00:00,4,0,0,1,14.76,18.18,76,7.0015,,,
2443,2011-10-22 08:00:00,4,0,0,1,16.4,20.455,71,0.0,,,
2444,2011-10-22 09:00:00,4,0,0,1,17.22,21.21,67,6.0032,,,
2445,2011-10-22 10:00:00,4,0,0,2,18.04,21.97,62,7.0015,,,
2446,2011-10-22 11:00:00,4,0,0,2,18.04,21.97,62,7.0015,,,
2447,2011-10-22 12:00:00,4,0,0,1,18.86,22.725,55,6.0032,,,
2448,2011-10-22 13:00:00,4,0,0,1,20.5,24.24,45,0.0,,,
2449,2011-10-22 14:00:00,4,0,0,2,19.68,23.485,48,15.0013,,,
2450,2011-10-22 15:00:00,4,0,0,1,19.68,23.485,51,15.0013,,,
2451,2011-10-22 16:00:00,4,0,0,1,20.5,24.24,45,12.998,,,
2452,2011-10-22 17:00:00,4,0,0,1,18.86,22.725,55,8.9981,,,
2453,2011-10-22 18:00:00,4,0,0,1,18.04,21.97,54,6.0032,,,
2454,2011-10-22 19:00:00,4,0,0,1,18.04,21.97,67,0.0,,,
2455,2011-10-22 20:00:00,4,0,0,1,17.22,21.21,67,0.0,,,
2456,2011-10-22 21:00:00,4,0,0,1,16.4,20.455,76,0.0,,,
2457,2011-10-22 22:00:00,4,0,0,1,16.4,20.455,76,0.0,,,
2458,2011-10-22 23:00:00,4,0,0,1,15.58,19.695,82,0.0,,,
2459,2011-10-23 00:00:00,4,0,0,1,14.76,18.94,87,0.0,,,
2460,2011-10-23 01:00:00,4,0,0,1,14.76,18.94,87,0.0,,,
2461,2011-10-23 02:00:00,4,0,0,1,13.94,17.425,87,6.0032,,,
2462,2011-10-23 03:00:00,4,0,0,1,13.94,18.18,87,0.0,,,
2463,2011-10-23 04:00:00,4,0,0,1,13.94,18.18,87,0.0,,,
2464,2011-10-23 05:00:00,4,0,0,1,13.12,17.425,87,0.0,,,
2465,2011-10-23 06:00:00,4,0,0,1,13.12,16.665,87,7.0015,,,
2466,2011-10-23 07:00:00,4,0,0,1,13.94,17.425,87,6.0032,,,
2467,2011-10-23 08:00:00,4,0,0,1,14.76,17.425,87,8.9981,,,
2468,2011-10-23 09:00:00,4,0,0,1,16.4,20.455,76,0.0,,,
2469,2011-10-23 10:00:00,4,0,0,1,17.22,21.21,71,6.0032,,,
2470,2011-10-23 11:00:00,4,0,0,1,18.86,22.725,72,11.0014,,,
2471,2011-10-23 12:00:00,4,0,0,1,20.5,24.24,59,16.9979,,,
2472,2011-10-23 13:00:00,4,0,0,1,21.32,25.0,55,12.998,,,
2473,2011-10-23 14:00:00,4,0,0,1,21.32,25.0,55,15.0013,,,
2474,2011-10-23 15:00:00,4,0,0,1,21.32,25.0,52,11.0014,,,
2475,2011-10-23 16:00:00,4,0,0,1,21.32,25.0,55,12.998,,,
2476,2011-10-23 17:00:00,4,0,0,1,20.5,24.24,63,8.9981,,,
2477,2011-10-23 18:00:00,4,0,0,1,20.5,24.24,63,7.0015,,,
2478,2011-10-23 19:00:00,4,0,0,1,18.86,22.725,77,0.0,,,
2479,2011-10-23 20:00:00,4,0,0,1,18.04,21.97,72,6.0032,,,
2480,2011-10-23 21:00:00,4,0,0,1,18.04,21.97,72,6.0032,,,
2481,2011-10-23 22:00:00,4,0,0,1,17.22,21.21,77,7.0015,,,
2482,2011-10-23 23:00:00,4,0,0,1,17.22,21.21,77,11.0014,,,
2483,2011-10-24 00:00:00,4,0,1,1,17.22,21.21,77,0.0,,,
2484,2011-10-24 01:00:00,4,0,1,1,16.4,20.455,82,8.9981,,,
2485,2011-10-24 02:00:00,4,0,1,1,16.4,20.455,87,7.0015,,,
2486,2011-10-24 03:00:00,4,0,1,1,16.4,20.455,82,6.0032,,,
2487,2011-10-24 04:00:00,4,0,1,1,16.4,20.455,82,0.0,,,
2488,2011-10-24 05:00:00,4,0,1,1,15.58,19.695,87,0.0,,,
2489,2011-10-24 06:00:00,4,0,1,1,16.4,20.455,87,7.0015,,,
2490,2011-10-24 07:00:00,4,0,1,2,15.58,19.695,94,7.0015,,,
2491,2011-10-24 08:00:00,4,0,1,2,17.22,21.21,88,11.0014,,,
2492,2011-10-24 09:00:00,4,0,1,2,18.04,21.97,82,11.0014,,,
2493,2011-10-24 10:00:00,4,0,1,2,18.86,22.725,82,16.9979,,,
2494,2011-10-24 11:00:00,4,0,1,2,20.5,24.24,72,11.0014,,,
2495,2011-10-24 12:00:00,4,0,1,2,21.32,25.0,68,7.0015,,,
2496,2011-10-24 13:00:00,4,0,1,2,22.14,25.76,64,15.0013,,,
2497,2011-10-24 14:00:00,4,0,1,2,22.14,25.76,64,12.998,,,
2498,2011-10-24 15:00:00,4,0,1,1,22.96,26.515,60,11.0014,,,
2499,2011-10-24 16:00:00,4,0,1,1,22.14,25.76,64,12.998,,,
2500,2011-10-24 17:00:00,4,0,1,1,21.32,25.0,68,8.9981,,,
2501,2011-10-24 18:00:00,4,0,1,1,22.14,25.76,60,6.0032,,,
2502,2011-10-24 19:00:00,4,0,1,3,19.68,23.485,82,0.0,,,
2503,2011-10-24 20:00:00,4,0,1,1,19.68,23.485,82,7.0015,,,
2504,2011-10-24 21:00:00,4,0,1,1,18.86,22.725,87,7.0015,,,
2505,2011-10-24 22:00:00,4,0,1,1,19.68,23.485,75,11.0014,,,
2506,2011-10-24 23:00:00,4,0,1,1,18.86,22.725,77,6.0032,,,
2507,2011-10-25 00:00:00,4,0,1,1,18.04,21.97,77,8.9981,,,
2508,2011-10-25 01:00:00,4,0,1,1,18.04,21.97,77,8.9981,,,
2509,2011-10-25 02:00:00,4,0,1,1,17.22,21.21,82,8.9981,,,
2510,2011-10-25 03:00:00,4,0,1,1,16.4,20.455,87,0.0,,,
2511,2011-10-25 04:00:00,4,0,1,1,15.58,19.695,87,8.9981,,,
2512,2011-10-25 05:00:00,4,0,1,1,15.58,19.695,87,8.9981,,,
2513,2011-10-25 06:00:00,4,0,1,1,15.58,19.695,82,7.0015,,,
2514,2011-10-25 07:00:00,4,0,1,1,16.4,20.455,76,12.998,,,
2515,2011-10-25 08:00:00,4,0,1,1,18.04,21.97,72,0.0,,,
2516,2011-10-25 09:00:00,4,0,1,1,19.68,23.485,55,15.0013,,,
2517,2011-10-25 10:00:00,4,0,1,1,20.5,24.24,51,16.9979,,,
2518,2011-10-25 11:00:00,4,0,1,1,21.32,25.0,48,19.0012,,,
2519,2011-10-25 12:00:00,4,0,1,1,22.14,25.76,39,23.9994,,,
2520,2011-10-25 13:00:00,4,0,1,1,22.96,26.515,37,26.0027,,,
2521,2011-10-25 14:00:00,4,0,1,1,22.96,26.515,40,16.9979,,,
2522,2011-10-25 15:00:00,4,0,1,1,22.96,26.515,37,7.0015,,,
2523,2011-10-25 16:00:00,4,0,1,1,22.96,26.515,37,12.998,,,
2524,2011-10-25 17:00:00,4,0,1,1,22.96,26.515,37,7.0015,,,
2525,2011-10-25 18:00:00,4,0,1,1,21.32,25.0,42,7.0015,,,
2526,2011-10-25 19:00:00,4,0,1,1,19.68,23.485,67,12.998,,,
2527,2011-10-25 20:00:00,4,0,1,1,18.86,22.725,67,7.0015,,,
2528,2011-10-25 21:00:00,4,0,1,1,18.04,21.97,72,8.9981,,,
2529,2011-10-25 22:00:00,4,0,1,1,18.86,22.725,67,12.998,,,
2530,2011-10-25 23:00:00,4,0,1,1,18.04,21.97,72,8.9981,,,
2531,2011-10-26 00:00:00,4,0,1,1,18.04,21.97,72,12.998,,,
2532,2011-10-26 01:00:00,4,0,1,1,18.04,21.97,67,16.9979,,,
2533,2011-10-26 02:00:00,4,0,1,1,18.04,21.97,67,11.0014,,,
2534,2011-10-26 03:00:00,4,0,1,1,18.04,21.97,67,15.0013,,,
2535,2011-10-26 04:00:00,4,0,1,1,17.22,21.21,71,16.9979,,,
2536,2011-10-26 05:00:00,4,0,1,1,17.22,21.21,71,15.0013,,,
2537,2011-10-26 06:00:00,4,0,1,1,17.22,21.21,71,15.0013,,,
2538,2011-10-26 07:00:00,4,0,1,1,17.22,21.21,71,11.0014,,,
2539,2011-10-26 08:00:00,4,0,1,2,18.04,21.97,67,12.998,,,
2540,2011-10-26 09:00:00,4,0,1,2,19.68,23.485,63,15.0013,,,
2541,2011-10-26 10:00:00,4,0,1,2,21.32,25.0,62,16.9979,,,
2542,2011-10-26 11:00:00,4,0,1,1,21.32,25.0,59,22.0028,,,
2543,2011-10-26 12:00:00,4,0,1,3,23.78,27.275,53,15.0013,,,
2544,2011-10-26 13:00:00,4,0,1,3,22.96,26.515,60,7.0015,,,
2545,2011-10-26 14:00:00,4,0,1,2,21.32,25.0,77,0.0,,,
2546,2011-10-26 15:00:00,4,0,1,2,21.32,25.0,77,0.0,,,
2547,2011-10-26 16:00:00,4,0,1,2,21.32,25.0,77,6.0032,,,
2548,2011-10-26 17:00:00,4,0,1,2,21.32,25.0,77,7.0015,,,
2549,2011-10-26 18:00:00,4,0,1,1,21.32,25.0,77,11.0014,,,
2550,2011-10-26 19:00:00,4,0,1,1,20.5,24.24,82,0.0,,,
2551,2011-10-26 20:00:00,4,0,1,1,20.5,24.24,88,0.0,,,
2552,2011-10-26 21:00:00,4,0,1,2,21.32,25.0,77,0.0,,,
2553,2011-10-26 22:00:00,4,0,1,2,19.68,23.485,88,6.0032,,,
2554,2011-10-26 23:00:00,4,0,1,2,19.68,23.485,88,6.0032,,,
2555,2011-10-27 00:00:00,4,0,1,1,18.86,22.725,94,0.0,,,
2556,2011-10-27 01:00:00,4,0,1,1,18.86,22.725,94,0.0,,,
2557,2011-10-27 02:00:00,4,0,1,3,18.86,22.725,94,0.0,,,
2558,2011-10-27 03:00:00,4,0,1,3,18.86,22.725,94,0.0,,,
2559,2011-10-27 04:00:00,4,0,1,3,19.68,23.485,88,0.0,,,
2560,2011-10-27 05:00:00,4,0,1,3,19.68,23.485,88,6.0032,,,
2561,2011-10-27 06:00:00,4,0,1,3,20.5,24.24,82,0.0,,,
2562,2011-10-27 07:00:00,4,0,1,2,18.86,22.725,94,6.0032,,,
2563,2011-10-27 08:00:00,4,0,1,3,19.68,23.485,88,12.998,,,
2564,2011-10-27 09:00:00,4,0,1,2,20.5,24.24,82,11.0014,,,
2565,2011-10-27 10:00:00,4,0,1,3,20.5,24.24,88,12.998,,,
2566,2011-10-27 11:00:00,4,0,1,3,20.5,24.24,88,8.9981,,,
2567,2011-10-27 12:00:00,4,0,1,3,20.5,24.24,88,8.9981,,,
2568,2011-10-27 13:00:00,4,0,1,2,20.5,24.24,88,11.0014,,,
2569,2011-10-27 14:00:00,4,0,1,2,21.32,25.0,83,0.0,,,
2570,2011-10-27 15:00:00,4,0,1,2,21.32,25.0,83,7.0015,,,
2571,2011-10-27 16:00:00,4,0,1,2,22.96,26.515,73,11.0014,,,
2572,2011-10-27 17:00:00,4,0,1,2,20.5,24.24,72,31.0009,,,
2573,2011-10-27 18:00:00,4,0,1,2,19.68,23.485,67,31.0009,,,
2574,2011-10-27 19:00:00,4,0,1,2,18.04,21.97,67,31.0009,,,
2575,2011-10-27 20:00:00,4,0,1,1,17.22,21.21,67,32.9975,,,
2576,2011-10-27 21:00:00,4,0,1,1,16.4,20.455,62,35.0008,,,
2577,2011-10-27 22:00:00,4,0,1,1,14.76,15.91,66,32.9975,,,
2578,2011-10-27 23:00:00,4,0,1,1,13.94,15.15,61,27.9993,,,
2579,2011-10-28 00:00:00,4,0,1,1,13.94,15.91,66,16.9979,,,
2580,2011-10-28 01:00:00,4,0,1,1,13.12,15.15,66,16.9979,,,
2581,2011-10-28 02:00:00,4,0,1,1,13.12,15.15,66,19.0012,,,
2582,2011-10-28 03:00:00,4,0,1,1,12.3,14.395,70,19.0012,,,
2583,2011-10-28 04:00:00,4,0,1,1,12.3,14.395,65,19.0012,,,
2584,2011-10-28 05:00:00,4,0,1,2,12.3,14.395,61,16.9979,,,
2585,2011-10-28 06:00:00,4,0,1,1,11.48,13.635,65,16.9979,,,
2586,2011-10-28 07:00:00,4,0,1,1,11.48,13.635,65,16.9979,,,
2587,2011-10-28 08:00:00,4,0,1,1,12.3,14.395,61,19.0012,,,
2588,2011-10-28 09:00:00,4,0,1,1,13.12,15.15,57,15.0013,,,
2589,2011-10-28 10:00:00,4,0,1,1,13.94,15.91,57,15.0013,,,
2590,2011-10-28 11:00:00,4,0,1,1,14.76,17.425,50,15.0013,,,
2591,2011-10-28 12:00:00,4,0,1,2,15.58,19.695,40,11.0014,,,
2592,2011-10-28 13:00:00,4,0,1,2,15.58,19.695,42,15.0013,,,
2593,2011-10-28 14:00:00,4,0,1,2,14.76,17.425,46,12.998,,,
2594,2011-10-28 15:00:00,4,0,1,2,14.76,16.665,43,16.9979,,,
2595,2011-10-28 16:00:00,4,0,1,2,14.76,17.425,46,11.0014,,,
2596,2011-10-28 17:00:00,4,0,1,2,14.76,17.425,50,8.9981,,,
2597,2011-10-28 18:00:00,4,0,1,2,14.76,17.425,53,11.0014,,,
2598,2011-10-28 19:00:00,4,0,1,2,14.76,17.425,50,8.9981,,,
2599,2011-10-28 20:00:00,4,0,1,3,13.94,15.91,61,15.0013,,,
2600,2011-10-28 21:00:00,4,0,1,3,13.12,15.91,70,11.0014,,,
2601,2011-10-28 22:00:00,4,0,1,3,12.3,14.395,75,19.0012,,,
2602,2011-10-28 23:00:00,4,0,1,3,12.3,13.635,81,22.0028,,,
2603,2011-10-29 00:00:00,4,0,0,3,11.48,12.88,87,19.9995,,,
2604,2011-10-29 01:00:00,4,0,0,3,12.3,13.635,87,19.9995,,,
2605,2011-10-29 02:00:00,4,0,0,3,12.3,13.635,87,19.9995,,,
2606,2011-10-29 03:00:00,4,0,0,3,12.3,13.635,81,27.9993,,,
2607,2011-10-29 04:00:00,4,0,0,3,12.3,13.635,81,27.9993,,,
2608,2011-10-29 05:00:00,4,0,0,3,10.66,11.365,93,23.9994,,,
2609,2011-10-29 06:00:00,4,0,0,3,10.66,11.365,87,23.9994,,,
2610,2011-10-29 07:00:00,4,0,0,3,10.66,11.365,87,23.9994,,,
2611,2011-10-29 08:00:00,4,0,0,3,11.48,12.88,87,23.9994,,,
2612,2011-10-29 09:00:00,4,0,0,3,11.48,12.88,87,23.9994,,,
2613,2011-10-29 10:00:00,4,0,0,3,10.66,11.365,93,22.0028,,,
2614,2011-10-29 11:00:00,4,0,0,3,10.66,11.365,93,26.0027,,,
2615,2011-10-29 12:00:00,4,0,0,3,9.84,9.85,87,32.9975,,,
2616,2011-10-29 13:00:00,4,0,0,3,9.84,9.85,87,35.0008,,,
2617,2011-10-29 14:00:00,4,0,0,3,9.84,9.85,87,30.0026,,,
2618,2011-10-29 15:00:00,4,0,0,3,9.02,10.605,93,16.9979,,,
2619,2011-10-29 16:00:00,4,0,0,3,9.02,9.85,93,22.0028,,,
2620,2011-10-29 17:00:00,4,0,0,3,9.02,9.85,93,22.0028,,,
2621,2011-10-29 18:00:00,4,0,0,3,9.02,9.85,93,22.0028,,,
2622,2011-10-29 19:00:00,4,0,0,1,9.84,10.605,87,23.9994,,,
2623,2011-10-29 20:00:00,4,0,0,1,9.84,10.605,87,23.9994,,,
2624,2011-10-29 21:00:00,4,0,0,1,9.84,10.605,87,23.9994,,,
2625,2011-10-29 22:00:00,4,0,0,1,9.02,10.605,87,15.0013,,,
2626,2011-10-29 23:00:00,4,0,0,1,9.02,11.365,87,12.998,,,
2627,2011-10-30 00:00:00,4,0,0,1,9.02,10.605,87,15.0013,,,
2628,2011-10-30 01:00:00,4,0,0,1,9.02,10.605,87,16.9979,,,
2629,2011-10-30 02:00:00,4,0,0,1,9.02,10.605,87,19.0012,,,
2630,2011-10-30 03:00:00,4,0,0,1,9.84,10.605,75,23.9994,,,
2631,2011-10-30 04:00:00,4,0,0,1,9.02,9.85,80,22.0028,,,
2632,2011-10-30 05:00:00,4,0,0,1,9.84,10.605,75,19.9995,,,
2633,2011-10-30 06:00:00,4,0,0,1,9.84,11.365,75,16.9979,,,
2634,2011-10-30 07:00:00,4,0,0,1,9.84,14.395,75,0.0,,,
2635,2011-10-30 08:00:00,4,0,0,1,10.66,12.88,70,15.0013,,,
2636,2011-10-30 09:00:00,4,0,0,1,12.3,14.395,65,16.9979,,,
2637,2011-10-30 10:00:00,4,0,0,1,13.12,16.665,61,6.0032,,,
2638,2011-10-30 11:00:00,4,0,0,1,14.76,17.425,53,15.0013,,,
2639,2011-10-30 12:00:00,4,0,0,1,15.58,19.695,50,12.998,,,
2640,2011-10-30 13:00:00,4,0,0,1,16.4,20.455,43,15.0013,,,
2641,2011-10-30 14:00:00,4,0,0,1,17.22,21.21,38,12.998,,,
2642,2011-10-30 15:00:00,4,0,0,1,17.22,21.21,35,11.0014,,,
2643,2011-10-30 16:00:00,4,0,0,1,17.22,21.21,32,8.9981,,,
2644,2011-10-30 17:00:00,4,0,0,1,16.4,20.455,35,7.0015,,,
2645,2011-10-30 18:00:00,4,0,0,1,14.76,17.425,40,8.9981,,,
2646,2011-10-30 19:00:00,4,0,0,1,22.96,26.515,49,19.9995,,,
2647,2011-10-30 20:00:00,4,0,0,1,13.94,18.18,57,0.0,,,
2648,2011-10-30 21:00:00,4,0,0,1,13.12,17.425,66,0.0,,,
2649,2011-10-30 22:00:00,4,0,0,1,12.3,16.665,75,0.0,,,
2650,2011-10-30 23:00:00,4,0,0,1,10.66,15.15,87,0.0,,,
2651,2011-10-31 00:00:00,4,0,1,1,10.66,15.15,87,0.0,,,
2652,2011-10-31 01:00:00,4,0,1,1,10.66,15.15,81,0.0,,,
2653,2011-10-31 02:00:00,4,0,1,1,9.84,14.395,87,0.0,,,
